B01REC,B03LU,B03MA,B03MI,B03JU,B03VI,B03SA,B03DO,B07A,B12,B16T,B26,E01A,E01B,E01C,E01H,ED01,ED02,ED03,ED0504,ED06C,ED08,ED10,e01aimde,e01hde,pobrezai,pobnopoi
"9,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","26,00","2,00","3.800.000,00","1,00","3.800.000,00","0,00","0,00","0,00","3,00","1,00","1,00","606,00",,"19,00","1,00","3.800.000,00","0,00","3,00","0,00"
"7,00","8,00","8,00","0,00","8,00","8,00","8,00","8,00","10,00","2,00","2.880.000,00","4,00","2.880.000,00","0,00","0,00","0,00","2,00","1,00","1,00","501,00",,"19,00","1,00","2.880.000,00","0,00","3,00","0,00"
"9,00","6,00","6,00","0,00","6,00","6,00","6,00","6,00","0,00","1,00","2.300.000,00","1,00","2.700.000,00","0,00","0,00","0,00","2,00","1,00","1,00","306,00",,"19,00","2,00","2.700.000,00","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","8,00","0,00","8,00","8,00","2,00","2,00","3.500.000,00","1,00","4.480.000,00","0,00","0,00","0,00","2,00","1,00","1,00","409,00",,"19,00","2,00","4.480.000,00","0,00","3,00","0,00"
"3,00","4,00","4,00","0,00","0,00","5,00","4,00","5,00","10,00","2,00","2.000.000,00","3,00","2.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","2.000.000,00","0,00","3,00","0,00"
"3,00","12,00","12,00","12,00","0,00","0,00","0,00","0,00","1,00","2,00","2.300.000,00","1,00","4.200.000,00","0,00","0,00","0,00","1,00","1,00","1,00","606,00",,"19,00","2,00","4.186.905,69","0,00","3,00","0,00"
"8,00","12,00","12,00","12,00","12,00","12,00","0,00","12,00","2,00","6,00","2.500.000,00","4,00","3.410.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","3.399.368,67","0,00","3,00","0,00"
"9,00","10,00","10,00","10,00","0,00","0,00","0,00","0,00","7,00","2,00","2.000.000,00","4,00","2.800.000,00","0,00","0,00","0,00","2,00","1,00","1,00","503,00",,"19,00","2,00","2.791.270,46","0,00","2,00","1,00"
"5,00","10,00","0,00","10,00","10,00","10,00","10,00","10,00","0,00","2,00","2.200.000,00","3,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","2.492.205,77","0,00","3,00","0,00"
"9,00","8,00","8,00","8,00","8,00","0,00","0,00","0,00","0,00","2,00","2.300.000,00","3,00","3.080.000,00","0,00","0,00","0,00","3,00","1,00","1,00","903,00",,"19,00","2,00","3.070.397,51","0,00","3,00","0,00"
"9,00","10,00","0,00","10,00","0,00","0,00","10,00","0,00","4,00","6,00","700.000,00","4,00","700.000,00","0,00","0,00","0,00","2,00","1,00","1,00","306,00",,"19,00","2,00","697.817,62","0,00","3,00","0,00"
"1,00","12,00","12,00","12,00","0,00","6,00","0,00","0,00","8,00","2,00","2.600.000,00","3,00","2.600.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","2.591.894,00","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","0,00","0,00","8,00","8,00","0,00","6,00","500.000,00","4,00","900.000,00","0,00","0,00","0,00","2,00","1,00","1,00","1.102,00",,"19,00","1,00","897.194,08","0,00","2,00","1,00"
"9,00","8,00","8,00","0,00","8,00","8,00","8,00","8,00","20,00","6,00","800.000,00","4,00","1.200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","606,00",,"19,00","14,00","1.201.879,41","0,00","3,00","0,00"
"9,00","8,00","8,00","0,00","8,00","8,00","8,00","8,00","13,00","6,00","1.500.000,00","4,00","1.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","14,00","19,00","18,00","1.502.349,26","0,00","3,00","0,00"
"5,00","12,00","12,00","12,00","12,00","12,00","12,00","12,00","2,00","2,00","2.000.000,00","3,00","2.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","306,00",,"19,00","2,00","2.003.132,34","0,00","3,00","0,00"
"5,00","12,00","12,00","12,00","12,00","12,00","12,00","12,00","2,00","6,00","1.500.000,00","4,00","1.900.000,00","0,00","0,00","0,00","1,00","1,00","1,00","901,00",,"19,00","1,00","1.902.975,72","0,00","3,00","0,00"
"9,00","8,00","12,00","0,00","12,00","8,00","8,00","8,00","10,00","2,00","2.500.000,00","1,00","3.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","306,00",,"19,00","2,00","3.004.698,51","0,00","3,00","0,00"
"5,00","5,00","5,00","0,00","5,00","5,00","5,00","5,00","5,00","6,00","600.000,00","4,00","600.000,00","0,00","0,00","0,00","2,00","1,00","1,00","306,00",,"19,00","1,00","600.939,70","0,00","3,00","0,00"
"9,00","8,00","8,00","0,00","8,00","8,00","8,00","8,00","1,00","2,00","2.500.000,00","1,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","409,00",,"19,00","2,00","2.503.915,43","0,00","3,00","0,00"
"5,00","5,00","5,00","0,00","5,00","5,00","5,00","5,00","5,00","2,00","600.000,00","4,00","600.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","18,00","600.939,70","0,00","3,00","0,00"
"3,00","8,00","8,00","0,00","0,00","8,00","8,00","8,00","5,00","2,00","1.500.000,00","4,00","1.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.404,00","14,00","19,00","15,00","1.502.349,26","0,00","3,00","0,00"
"5,00","12,00","12,00","0,00","12,00","12,00","12,00","12,00","3,00","6,00","2.000.000,00","4,00","2.500.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.404,00","1,00","19,00","1,00","2.503.915,43","0,00","3,00","0,00"
"9,00","12,00","12,00","12,00","12,00","0,00","0,00","0,00","5,00","2,00","1.000.000,00","4,00","1.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","902,00",,"19,00","15,00","1.001.566,17","0,00","3,00","0,00"
"9,00","12,00","12,00","12,00","12,00","0,00","0,00","0,00","5,00","2,00","1.000.000,00","4,00","1.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","901,00",,"19,00","15,00","1.001.566,17","0,00","3,00","0,00"
"5,00","9,00","9,00","0,00","9,00","9,00","9,00","9,00","2,00","2,00","2.300.000,00","3,00","2.300.000,00","0,00","0,00","0,00","2,00","1,00","1,00","606,00",,"19,00","1,00","2.303.602,19","0,00","3,00","0,00"
"5,00","8,00","8,00","0,00","8,00","8,00","8,00","8,00","2,00","2,00","2.500.000,00","1,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","1,00","2.503.915,43","0,00","3,00","0,00"
"9,00","10,00","9,00","0,00","9,00","8,00","9,00","9,00","6,00","2,00","1.600.000,00","4,00","1.600.000,00","0,00","0,00","0,00","2,00","1,00","1,00","409,00",,"19,00","1,00","1.602.505,87","0,00","3,00","0,00"
"5,00","6,00","5,00","0,00","0,00","6,00","7,00","6,00","1,00","2,00","2.000.000,00","4,00","2.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.402,00","14,00","19,00","1,00","1.993.764,61","0,00","3,00","0,00"
"3,00","8,00","0,00","8,00","8,00","8,00","8,00","8,00","1,00","2,00","1.800.000,00","3,00","1.800.000,00","0,00","0,00","0,00","3,00","1,00","1,00","606,00",,"19,00","2,00","1.794.388,15","0,00","3,00","0,00"
"3,00","8,00","8,00","8,00","0,00","8,00","8,00","8,00","10,00","2,00","2.500.000,00","3,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","409,00",,"19,00","2,00","2.492.205,77","0,00","3,00","0,00"
"3,00","8,00","8,00","8,00","0,00","8,00","8,00","8,00","4,00","2,00","2.200.000,00","3,00","2.200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","902,00",,"19,00","14,00","2.193.141,08","0,00","3,00","0,00"
"6,00","8,00","8,00","8,00","8,00","8,00","8,00","8,00","9,00","2,00","2.100.000,00","3,00","2.100.000,00","0,00","0,00","0,00","1,00","1,00","1,00","407,00",,"19,00","2,00","2.093.452,85","0,00","3,00","0,00"
"9,00","8,00","8,00","0,00","8,00","8,00","8,00","8,00","17,00","6,00","1.800.000,00","4,00","1.800.000,00","0,00","0,00","0,00","1,00","1,00","1,00","1.204,00",,"19,00","14,00","1.794.388,15","0,00","3,00","0,00"
"3,00","10,00","0,00","0,00","10,00","10,00","10,00","10,00","1,00","2,00","2.580.000,00","1,00","2.580.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.401,00","14,00","19,00","2,00","2.571.956,35","0,00","3,00","0,00"
"5,00","2,00","2,00","0,00","2,00","2,00","2,00","2,00","0,00","2,00","1.000.000,00","4,00","1.000.000,00","800.000,00","0,00","0,00","1,00","1,00","1,00","503,00",,"19,00","2,00","996.882,31","0,00","3,00","0,00"
"7,00","8,00","8,00","8,00","8,00","8,00","8,00","8,00","0,00","2,00","3.480.000,00","3,00","4.080.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","6,00","4.067.279,81","0,00","3,00","0,00"
"7,00","10,00","10,00","0,00","6,00","10,00","10,00","10,00","7,00","2,00","2.400.000,00","4,00","2.400.000,00","0,00","0,00","0,00","2,00","1,00","1,00","306,00",,"19,00","2,00","2.392.517,54","0,00","3,00","0,00"
"2,00","10,00","10,00","10,00","0,00","6,00","10,00","10,00","16,00","2,00","8.000.000,00","2,00","8.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.406,00","10,00","19,00","2,00","8.075.769,53","0,00","3,00","0,00"
"3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,00","2,00","6.500.000,00","1,00","6.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.405,00","1,00","19,00","5,00","6.561.562,75","0,00","3,00","0,00"
"1,00","10,00","10,00","10,00","0,00","5,00","10,00","10,00","20,00","2,00","10.000.000,00","1,00","10.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.405,00","1,00","19,00","14,00","10.094.711,92","0,00","3,00","0,00"
"3,00","6,00","6,00","6,00","0,00","0,00","6,00","6,00","28,00","1,00","2.500.000,00","1,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","606,00",,"19,00","14,00","2.523.677,98","0,00","3,00","0,00"
"3,00","8,00","8,00","8,00","8,00","8,00","8,00","8,00","10,00","2,00","4.000.000,00","2,00","4.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","1,00","4.037.884,77","0,00","3,00","0,00"
"3,00","8,00","8,00","8,00","8,00","8,00","8,00","8,00","10,00","2,00","4.000.000,00","2,00","4.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","606,00",,"19,00","1,00","4.037.884,77","0,00","3,00","0,00"
"2,00","8,00","8,00","8,00","8,00","8,00","8,00","8,00","10,00","2,00","16.000.000,00","2,00","16.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.405,00","1,00","19,00","5,00","16.151.539,07","0,00","3,00","0,00"
"5,00","10,00","6,00","10,00","10,00","10,00","10,00","10,00","2,00","2,00","1.000.000,00","4,00","1.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","1,00","1.000.000,00","0,00","3,00","0,00"
"2,00","8,00","0,00","0,00","8,00","8,00","8,00","8,00","14,00","1,00","5.880.000,00","1,00","5.880.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.103,00","3,00","19,00","2,00","5.880.000,00","0,00","3,00","0,00"
"2,00","8,00","0,00","0,00","8,00","8,00","8,00","8,00","10,00","1,00","4.600.000,00","1,00","4.600.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.405,00","1,00","19,00","2,00","4.600.000,00","0,00","3,00","0,00"
"3,00","10,00","0,00","6,00","10,00","10,00","10,00","10,00","3,00","2,00","2.600.000,00","3,00","2.600.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.402,00","14,00","19,00","14,00","2.600.000,00","0,00","3,00","0,00"
"10,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","29,00","1,00","7.715.000,00","1,00","7.715.000,00","0,00","0,00","0,00","2,00","1,00","1,00","606,00",,"19,00","2,00","7.715.000,00","0,00","3,00","0,00"
"2,00","8,00","0,00","0,00","8,00","8,00","8,00","8,00","8,00","1,00","3.500.000,00","1,00","3.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.406,00","1,00","19,00","3,00","3.500.000,00","0,00","3,00","0,00"
"8,00","9,00","9,00","0,00","9,00","9,00","9,00","9,00","1,00","2,00","2.200.000,00","4,00","2.200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.403,00","14,00","19,00","14,00","2.182.932,51","0,00","3,00","0,00"
"2,00","6,00","6,00","0,00","0,00","6,00","6,00","6,00","2,00","1,00","3.000.000,00","3,00","3.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","2,00","2.976.726,14","0,00","3,00","0,00"
"2,00","4,00","0,00","0,00","5,00","5,00","8,00","8,00","17,00","1,00","6.500.000,00","1,00","6.500.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.404,00","1,00","19,00","2,00","6.479.735,00","0,00","3,00","0,00"
"2,00","8,00","0,00","0,00","8,00","8,00","8,00","8,00","25,00","1,00","6.800.000,00","1,00","6.800.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.404,00","1,00","19,00","2,00","6.778.799,69","0,00","3,00","0,00"
"10,00","9,00","0,00","0,00","9,00","9,00","9,00","9,00","28,00","1,00","9.850.000,00","1,00","9.850.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.303,00","6,00","19,00","2,00","9.819.290,73","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","8,00","8,00","8,00","8,00","15,00","2,00","2.300.000,00","1,00","2.300.000,00","0,00","0,00","0,00","1,00","1,00","1,00","605,00",,"19,00","2,00","2.292.829,31","0,00","2,00","1,00"
"5,00","12,00","12,00","12,00","12,00","12,00","12,00","12,00","17,00","1,00","5.200.000,00","1,00","5.200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.301,00","6,00","19,00","2,00","5.183.788,00","0,00","3,00","0,00"
"2,00","0,00","0,00","0,00","0,00","12,00","0,00","12,00","3,00","1,00","4.500.000,00","1,00","4.500.000,00","6.500.000,00","0,00","0,00","2,00","1,00","1,00","2.406,00","10,00","19,00","2,00","4.485.970,38","0,00","3,00","0,00"
"2,00","8,00","0,00","0,00","8,00","8,00","8,00","8,00","21,00","1,00","6.600.000,00","1,00","6.600.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","2,00","6.579.423,23","0,00","3,00","0,00"
"5,00","10,00","5,00","10,00","10,00","10,00","10,00","10,00","16,00","2,00","3.200.000,00","4,00","3.200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","606,00",,"19,00","2,00","3.190.023,38","0,00","3,00","0,00"
"5,00","10,00","0,00","5,00","10,00","10,00","10,00","10,00","2,00","2,00","1.200.000,00","4,00","1.200.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.404,00","14,00","19,00","2,00","1.190.690,46","0,00","3,00","0,00"
"9,00","7,00","0,00","3,00","7,00","7,00","7,00","7,00","1,00","6,00","1.000.000,00","4,00","1.480.000,00","0,00","0,00","0,00","1,00","1,00","1,00","605,00",,"19,00","15,00","1.468.518,23","0,00","3,00","0,00"
"5,00","10,00","0,00","5,00","10,00","10,00","10,00","10,00","4,00","2,00","2.500.000,00","2,00","2.800.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.404,00","14,00","19,00","1,00","2.778.277,74","0,00","3,00","0,00"
"2,00","8,00","0,00","0,00","8,00","8,00","8,00","8,00","20,00","1,00","5.000.000,00","1,00","5.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","9,00","19,00","2,00","4.961.210,24","0,00","3,00","0,00"
"9,00","8,00","0,00","0,00","8,00","8,00","8,00","8,00","4,00","1,00","1.800.000,00","1,00","1.800.000,00","0,00","0,00","0,00","1,00","1,00","1,00","503,00",,"19,00","1,00","1.786.035,69","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","8,00","8,00","8,00","8,00","5,00","2,00","2.400.000,00","4,00","4.200.000,00","0,00","0,00","0,00","1,00","1,00","1,00","503,00",,"19,00","1,00","4.167.416,60","0,00","3,00","0,00"
"8,00","9,00","0,00","4,00","9,00","9,00","9,00","9,00","11,00","2,00","2.300.000,00","1,00","2.300.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.401,00","14,00","19,00","1,00","2.282.156,71","0,00","3,00","0,00"
"2,00","9,00","0,00","0,00","9,00","9,00","9,00","9,00","0,00","2,00","4.000.000,00","3,00","4.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.405,00","10,00","19,00","2,00","3.968.968,19","0,00","3,00","0,00"
"3,00","5,00","0,00","0,00","5,00","5,00","5,00","5,00","18,00","2,00","6.000.000,00","2,00","6.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.405,00","1,00","19,00","1,00","5.953.452,29","0,00","3,00","0,00"
"1,00","8,00","0,00","0,00","8,00","8,00","8,00","8,00","10,00","1,00","3.700.000,00","1,00","3.700.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.404,00","9,00","19,00","5,00","3.671.295,58","0,00","3,00","0,00"
"2,00","8,00","0,00","0,00","0,00","8,00","8,00","0,00","17,00","1,00","12.000.000,00","1,00","12.000.000,00","8.000.000,00","3.000.000,00","0,00","3,00","1,00","1,00","2.406,00","8,00","19,00","5,00","11.906.904,58","0,00","3,00","0,00"
"2,00","4,00","0,00","0,00","0,00","4,00","0,00","4,00","12,00","1,00","2.000.000,00","1,00","2.000.000,00","3.000.000,00","0,00","0,00","3,00","1,00","1,00","2.405,00","1,00","19,00","2,00","1.984.484,10","0,00","3,00","0,00"
"5,00","10,00","10,00","10,00","0,00","10,00","4,00","10,00","0,00","2,00","1.500.000,00","4,00","1.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","18,00","1.478.043,14","0,00","3,00","0,00"
"3,00","6,00","6,00","6,00","0,00","0,00","6,00","6,00","0,00","1,00","1.300.000,00","3,00","1.300.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.405,00","1,00","19,00","2,00","1.280.970,72","0,00","3,00","0,00"
"3,00","12,00","0,00","6,00","0,00","0,00","6,00","6,00","5,00","1,00","2.600.000,00","3,00","2.600.000,00","2.500.000,00","0,00","0,00","1,00","1,00","1,00","2.405,00","1,00","19,00","2,00","2.561.941,45","0,00","3,00","0,00"
"2,00","0,00","0,00","0,00","0,00","0,00","8,00","8,00","23,00","1,00","4.800.000,00","1,00","4.800.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.103,00","5,00","19,00","2,00","4.729.738,06","0,00","3,00","0,00"
"4,00","8,00","8,00","8,00","0,00","8,00","8,00","8,00","2,00","2,00","2.500.000,00","1,00","2.500.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.402,00","14,00","19,00","3,00","2.463.405,24","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","8,00","8,00","8,00","8,00","2,00","2,00","1.200.000,00","4,00","1.200.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.404,00","1,00","19,00","2,00","1.182.434,52","0,00","3,00","0,00"
"7,00","12,00","12,00","12,00","0,00","12,00","12,00","12,00","7,00","2,00","3.200.000,00","1,00","3.200.000,00","0,00","0,00","0,00","1,00","1,00","1,00","903,00",,"19,00","3,00","3.153.158,71","0,00","3,00","0,00"
"5,00","9,00","9,00","9,00","0,00","9,00","9,00","9,00","3,00","2,00","1.800.000,00","4,00","1.800.000,00","0,00","0,00","0,00","1,00","1,00","1,00","903,00",,"19,00","2,00","1.773.651,77","0,00","3,00","0,00"
"7,00","8,00","0,00","0,00","0,00","4,00","8,00","8,00","10,00","2,00","600.000,00","4,00","600.000,00","0,00","0,00","0,00","1,00","1,00","1,00","903,00",,"19,00","2,00","591.217,26","0,00","3,00","0,00"
"7,00","8,00","0,00","0,00","0,00","4,00","8,00","8,00","5,00","2,00","600.000,00","4,00","600.000,00","0,00","0,00","0,00","1,00","1,00","1,00","408,00",,"19,00","1,00","591.217,26","0,00","3,00","0,00"
"3,00","4,00","4,00","4,00","0,00","0,00","4,00","4,00","8,00","1,00","2.200.000,00","1,00","2.200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","2.201.721,44","0,00","3,00","0,00"
"2,00","4,00","0,00","4,00","0,00","0,00","4,00","0,00","1,00","2,00","4.000.000,00","3,00","4.000.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.406,00","1,00","19,00","2,00","4.003.129,89","0,00","3,00","0,00"
"3,00","5,00","5,00","5,00","5,00","0,00","0,00","5,00","3,00","1,00","2.500.000,00","3,00","2.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.404,00","1,00","19,00","2,00","2.501.956,18","0,00","3,00","0,00"
"9,00","8,00","8,00","8,00","0,00","5,00","8,00","8,00","0,00","2,00","2.000.000,00","3,00","2.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.405,00","1,00","19,00","2,00","2.001.564,95","0,00","3,00","0,00"
"3,00","7,00","7,00","7,00","0,00","0,00","7,00","7,00","10,00","1,00","1.800.000,00","2,00","1.800.000,00","2.000.000,00","0,00","0,00","3,00","1,00","1,00","2.405,00","1,00","19,00","2,00","1.801.408,45","0,00","3,00","0,00"
"3,00","12,00","12,00","12,00","0,00","0,00","12,00","12,00","2,00","2,00","4.000.000,00","1,00","4.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.403,00","14,00","19,00","2,00","4.003.129,89","0,00","3,00","0,00"
"2,00","8,00","4,00","4,00","0,00","0,00","4,00","8,00","12,00","1,00","5.200.000,00","1,00","5.520.000,00","2.000.000,00","0,00","0,00","3,00","1,00","1,00","2.404,00","9,00","19,00","2,00","5.524.319,25","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","0,00","8,00","8,00","8,00","25,00","2,00","0,00","3,00","2.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","501,00",,"19,00","2,00","2.001.564,95","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","0,00","4,00","8,00","8,00","3,00","2,00","2.500.000,00","1,00","3.500.000,00","0,00","0,00","0,00","1,00","1,00","1,00","902,00",,"19,00","1,00","3.500.000,00","0,00","3,00","0,00"
"8,00","8,00","8,00","8,00","0,00","8,00","8,00","8,00","16,00","2,00","1.200.000,00","4,00","1.200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","407,00",,"19,00","1,00","1.200.000,00","0,00","2,00","1,00"
"9,00","3,00","3,00","3,00","0,00","3,00","3,00","3,00","0,00","6,00","1.200.000,00","4,00","1.200.000,00","0,00","0,00","0,00","3,00","1,00","1,00","903,00",,"19,00","2,00","1.200.000,00","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","0,00","4,00","8,00","8,00","1,00","2,00","2.500.000,00","1,00","2.500.000,00","0,00","0,00","0,00","1,00","1,00","1,00","1.604,00",,"19,00","14,00","2.500.000,00","0,00","3,00","0,00"
"7,00","8,00","8,00","8,00","8,00","0,00","8,00","8,00","14,00","2,00","2.500.000,00","4,00","2.500.000,00","0,00","0,00","0,00","1,00","1,00","1,00","305,00",,"19,00","15,00","2.500.000,00","0,00","2,00","1,00"
